age,workclass,education-num,occupation,hours-per-week,salary
26,Private,9,Priv-house-serv,15,<=50K
23,Private,10,Adm-clerical,20,<=50K
24,Private,9,Sales,30,<=50K
46,Private,2,Machine-op-inspct,40,<=50K
38,State-gov,16,Prof-specialty,40,<=50K
20,Private,4,Machine-op-inspct,40,<=50K
26,Private,13,Prof-specialty,48,<=50K
58,Private,9,Machine-op-inspct,40,<=50K
31,State-gov,10,Other-service,40,<=50K
37,State-gov,12,Protective-serv,38,<=50K
53,State-gov,16,Prof-specialty,40,>50K
45,Private,4,Machine-op-inspct,35,<=50K
33,Private,9,Adm-clerical,50,<=50K
33,State-gov,14,Protective-serv,40,<=50K
35,Private,9,Handlers-cleaners,25,<=50K
21,Private,10,Sales,20,<=50K
38,Private,6,Craft-repair,45,<=50K
40,Private,11,Craft-repair,40,<=50K
40,Private,10,Sales,40,>50K
27,Private,10,Exec-managerial,60,<=50K
49,Local-gov,10,Protective-serv,40,<=50K
37,Private,10,Craft-repair,50,>50K
52,Private,6,Transport-moving,30,>50K
46,Private,10,Machine-op-inspct,40,<=50K
20,Private,10,Machine-op-inspct,40,<=50K
43,Private,9,Craft-repair,40,<=50K
46,Local-gov,13,Adm-clerical,40,>50K
25,State-gov,10,Other-service,15,<=50K
48,Private,13,Adm-clerical,40,<=50K
36,Local-gov,10,Protective-serv,55,<=50K
37,Private,9,Craft-repair,40,>50K
42,Private,14,Prof-specialty,50,>50K
60,Private,12,Adm-clerical,24,<=50K
44,Local-gov,12,Tech-support,40,<=50K
32,Private,6,Craft-repair,40,<=50K
29,Private,13,Adm-clerical,40,<=50K
42,Local-gov,14,Prof-specialty,35,>50K
17,Private,7,Handlers-cleaners,12,<=50K
41,Private,8,Other-service,10,<=50K
34,Private,10,Exec-managerial,40,>50K
56,Private,6,Other-service,32,<=50K
28,Private,10,Adm-clerical,40,<=50K
19,Private,4,Transport-moving,25,<=50K
49,Federal-gov,10,Tech-support,40,>50K
25,Private,10,Transport-moving,35,<=50K
42,Private,13,Prof-specialty,40,<=50K
26,Private,10,Protective-serv,40,<=50K
35,Private,10,Exec-managerial,58,<=50K
37,Private,9,Craft-repair,45,<=50K
39,Local-gov,9,Protective-serv,48,<=50K
42,Private,9,Exec-managerial,35,>50K
41,Private,10,Other-service,36,>50K
23,Private,10,Other-service,24,<=50K
31,Federal-gov,9,Tech-support,40,<=50K
36,Local-gov,10,Protective-serv,57,>50K
20,Private,10,Prof-specialty,25,<=50K
36,Private,10,Machine-op-inspct,45,<=50K
50,Private,9,Machine-op-inspct,50,>50K
37,Private,9,Machine-op-inspct,40,<=50K
25,Private,13,Farming-fishing,50,>50K
39,Private,10,Other-service,60,<=50K
32,Private,9,Farming-fishing,40,<=50K
59,Private,10,Adm-clerical,35,<=50K
29,Private,13,Craft-repair,45,<=50K
50,Private,9,Transport-moving,40,<=50K
42,Private,11,Sales,37,<=50K
32,Private,10,Prof-specialty,40,<=50K
48,Private,12,Sales,40,>50K
20,Private,9,Craft-repair,35,<=50K
18,Private,10,Craft-repair,30,<=50K
60,Private,14,Prof-specialty,50,<=50K
60,Private,10,Prof-specialty,40,<=50K
42,Local-gov,14,Prof-specialty,22,<=50K
49,Private,9,Other-service,35,<=50K
59,Private,10,Exec-managerial,40,>50K
55,Private,12,Adm-clerical,40,<=50K
19,Private,9,Adm-clerical,20,<=50K
39,Private,9,Craft-repair,40,<=50K
48,Private,10,Exec-managerial,40,<=50K
44,Private,13,Prof-specialty,40,>50K
21,Private,10,Handlers-cleaners,30,<=50K
23,Private,13,Tech-support,40,<=50K
22,Private,10,Other-service,30,<=50K
19,Private,10,Sales,40,<=50K
23,Private,10,Handlers-cleaners,25,<=50K
46,Private,9,Transport-moving,44,>50K
23,Private,13,Adm-clerical,23,<=50K
23,Private,10,Sales,15,<=50K
42,Private,10,Other-service,40,>50K
22,State-gov,13,Adm-clerical,10,<=50K
18,Private,9,Adm-clerical,20,<=50K
37,Private,13,Exec-managerial,50,>50K
34,Private,5,Craft-repair,50,<=50K
30,Private,12,Other-service,40,<=50K
51,Private,10,Handlers-cleaners,40,<=50K
34,Private,9,Other-service,30,<=50K
56,Private,6,Handlers-cleaners,40,<=50K
46,Private,9,Tech-support,30,<=50K
46,Private,10,Tech-support,45,>50K
23,Local-gov,10,Adm-clerical,40,<=50K
33,Private,13,Adm-clerical,30,<=50K
27,Private,9,Other-service,40,<=50K
21,Private,10,Adm-clerical,20,<=50K
36,Private,3,Machine-op-inspct,40,>50K
37,Local-gov,13,Prof-specialty,36,<=50K
39,Local-gov,7,Other-service,40,<=50K
36,Private,9,Transport-moving,60,>50K
24,Private,12,Craft-repair,40,<=50K
26,Private,12,Exec-managerial,40,<=50K
37,Private,9,Sales,60,<=50K
34,Private,9,Craft-repair,50,<=50K
33,Private,9,Exec-managerial,40,<=50K
20,Private,9,Sales,8,<=50K
26,Private,10,Adm-clerical,38,<=50K
47,Private,9,Adm-clerical,20,>50K
17,Private,7,Sales,20,<=50K
53,Private,11,Exec-managerial,40,<=50K
31,Private,10,Sales,35,<=50K
34,Private,7,Machine-op-inspct,40,<=50K
23,Private,3,Other-service,40,<=50K
39,Private,13,Craft-repair,45,>50K
21,Private,10,Adm-clerical,20,<=50K
40,Private,9,Adm-clerical,35,<=50K
54,Local-gov,14,Adm-clerical,40,>50K
32,Federal-gov,13,Prof-specialty,40,<=50K
29,Local-gov,9,Other-service,40,<=50K
27,Local-gov,13,Protective-serv,45,>50K
54,Private,10,Exec-managerial,40,>50K
23,Private,9,Priv-house-serv,40,<=50K
38,Private,14,Exec-managerial,48,>50K
54,Private,9,Other-service,35,<=50K
21,Private,10,Prof-specialty,40,<=50K
40,Private,11,Prof-specialty,42,<=50K
19,Private,6,Other-service,40,<=50K
35,Private,13,Adm-clerical,40,<=50K
39,Private,10,Adm-clerical,45,<=50K
38,Private,9,Other-service,40,<=50K
41,Private,8,Handlers-cleaners,40,>50K
26,Private,10,Adm-clerical,40,<=50K
35,Private,9,Other-service,45,<=50K
45,Private,6,Sales,40,<=50K
83,Private,9,Protective-serv,55,<=50K
59,Private,9,Other-service,40,<=50K
18,Private,5,Other-service,15,<=50K
31,Private,9,Adm-clerical,40,<=50K
43,Private,14,Prof-specialty,45,>50K
24,Local-gov,13,Prof-specialty,40,<=50K
33,Private,11,Machine-op-inspct,50,<=50K
48,Local-gov,14,Prof-specialty,52,<=50K
27,Private,13,Exec-managerial,40,<=50K
41,Private,9,Craft-repair,40,<=50K
25,Private,9,Other-service,25,<=50K
53,Private,9,Transport-moving,40,>50K
31,Private,10,Craft-repair,40,>50K
30,State-gov,13,Adm-clerical,40,<=50K
22,Private,9,Transport-moving,40,<=50K
74,Private,9,Exec-managerial,40,>50K
37,Private,10,Adm-clerical,70,>50K
40,Private,10,Other-service,40,<=50K
51,Local-gov,16,Prof-specialty,40,>50K
26,Private,6,Handlers-cleaners,40,<=50K
53,Private,12,Adm-clerical,40,<=50K
32,Private,9,Craft-repair,40,<=50K
42,Private,9,Adm-clerical,40,<=50K
22,Private,10,Transport-moving,32,<=50K
33,Private,9,Adm-clerical,40,<=50K
21,Private,9,Transport-moving,20,<=50K
46,Local-gov,13,Prof-specialty,45,>50K
25,Private,7,Handlers-cleaners,40,<=50K
29,Private,3,Other-service,40,<=50K
29,Federal-gov,13,Prof-specialty,48,<=50K
33,Private,16,Sales,60,>50K
50,Private,12,Craft-repair,40,<=50K
22,Private,9,Adm-clerical,40,<=50K
40,Private,9,Craft-repair,40,<=50K
28,Private,9,Machine-op-inspct,45,<=50K
54,Private,9,Adm-clerical,40,<=50K
29,Private,9,Craft-repair,40,<=50K
49,Private,9,Machine-op-inspct,40,<=50K
46,Private,7,Other-service,27,<=50K
27,Private,10,Farming-fishing,80,<=50K
56,Private,9,Adm-clerical,40,<=50K
64,Private,9,Tech-support,60,>50K
23,Private,10,Exec-managerial,25,<=50K
36,Private,13,Prof-specialty,40,>50K
39,Local-gov,14,Prof-specialty,45,>50K
26,Private,9,Exec-managerial,40,<=50K
31,Federal-gov,12,Tech-support,40,<=50K
36,Private,13,Adm-clerical,40,<=50K
43,Private,9,Craft-repair,40,>50K
25,Private,10,Adm-clerical,50,<=50K
27,Private,9,Machine-op-inspct,40,<=50K
24,Private,8,Sales,40,<=50K
30,Private,9,Craft-repair,40,<=50K
24,Private,7,Handlers-cleaners,40,<=50K
41,Local-gov,14,Prof-specialty,36,>50K
29,Private,10,Exec-managerial,45,<=50K
31,Private,10,Exec-managerial,40,<=50K
54,Private,10,Exec-managerial,40,<=50K
20,Private,7,Sales,50,<=50K
37,Private,9,Other-service,40,<=50K
28,Local-gov,9,Other-service,30,<=50K
39,Private,9,Adm-clerical,40,>50K
46,State-gov,10,Exec-managerial,40,<=50K
35,Private,13,Exec-managerial,42,<=50K
44,Private,14,Exec-managerial,40,>50K
35,Private,13,Sales,52,>50K
61,Private,9,Adm-clerical,40,<=50K
45,Private,10,Sales,40,<=50K
36,Private,9,Transport-moving,40,<=50K
34,Private,9,Transport-moving,30,<=50K
27,Private,11,Sales,60,<=50K
22,Private,6,Craft-repair,40,<=50K
26,Private,13,Tech-support,40,<=50K
19,Private,7,Other-service,15,<=50K
36,Private,9,Farming-fishing,40,<=50K
51,Private,13,Exec-managerial,50,>50K
63,Private,9,Craft-repair,40,>50K
51,Private,9,Adm-clerical,40,<=50K
20,State-gov,10,Adm-clerical,25,<=50K
25,Private,10,Craft-repair,40,<=50K
40,Private,11,Adm-clerical,50,<=50K
49,Private,9,Handlers-cleaners,80,<=50K
46,Private,9,Machine-op-inspct,40,<=50K
28,Private,10,Handlers-cleaners,40,<=50K
19,Private,9,Adm-clerical,25,<=50K
18,Private,7,Adm-clerical,20,<=50K
39,Private,9,Sales,55,<=50K
46,Local-gov,13,Prof-specialty,40,<=50K
38,Private,4,Machine-op-inspct,50,>50K
36,Private,9,Machine-op-inspct,44,>50K
45,Private,10,Sales,40,<=50K
60,State-gov,13,Prof-specialty,40,<=50K
30,Private,7,Craft-repair,40,<=50K
22,Private,10,Tech-support,43,<=50K
23,Private,10,Exec-managerial,45,<=50K
48,State-gov,10,Prof-specialty,24,<=50K
46,Private,9,Other-service,15,<=50K
43,Private,14,Exec-managerial,45,>50K
25,Private,9,Transport-moving,40,<=50K
50,Private,10,Prof-specialty,40,<=50K
35,Private,13,Sales,50,<=50K
65,Local-gov,10,Exec-managerial,40,<=50K
56,Private,9,Transport-moving,45,<=50K
55,Private,9,Transport-moving,50,<=50K
22,Private,10,Adm-clerical,40,<=50K
40,Private,10,Machine-op-inspct,32,<=50K
35,Private,9,Farming-fishing,50,<=50K
20,Private,5,Machine-op-inspct,40,<=50K
46,Local-gov,8,Other-service,35,>50K
43,Private,9,Transport-moving,40,<=50K
46,Federal-gov,9,Adm-clerical,40,<=50K
39,Private,7,Other-service,37,<=50K
34,Private,9,Exec-managerial,20,<=50K
35,Private,9,Other-service,35,<=50K
30,Private,9,Adm-clerical,41,<=50K
25,Private,9,Machine-op-inspct,28,<=50K
44,Private,14,Exec-managerial,35,>50K
35,Private,9,Adm-clerical,40,<=50K
41,Private,9,Handlers-cleaners,40,<=50K
43,Federal-gov,13,Adm-clerical,40,>50K
32,Private,10,Adm-clerical,40,<=50K
50,Private,4,Craft-repair,40,<=50K
20,Private,10,Adm-clerical,15,<=50K
29,Private,9,Adm-clerical,20,<=50K
38,Private,15,Prof-specialty,70,>50K
20,Private,6,Handlers-cleaners,50,<=50K
41,Private,9,Sales,40,<=50K
27,Private,10,Exec-managerial,65,<=50K
37,Private,5,Craft-repair,40,<=50K
62,State-gov,14,Prof-specialty,24,<=50K
31,Private,6,Other-service,40,<=50K
49,Private,10,Adm-clerical,40,<=50K
33,Local-gov,13,Prof-specialty,50,<=50K
31,Private,9,Craft-repair,40,>50K
19,Private,10,Other-service,35,<=50K
44,Private,4,Machine-op-inspct,40,<=50K
62,Private,9,Farming-fishing,40,<=50K
17,Private,5,Other-service,40,<=50K
60,Private,9,Transport-moving,44,>50K
31,Private,7,Craft-repair,40,<=50K
29,Private,10,Other-service,40,<=50K
53,Private,9,Machine-op-inspct,40,>50K
44,Private,10,Sales,40,>50K
43,Private,7,Sales,60,<=50K
40,Federal-gov,10,Craft-repair,40,<=50K
18,Private,7,Sales,10,<=50K
47,Private,9,Craft-repair,43,<=50K
38,Federal-gov,13,Prof-specialty,40,<=50K
37,Private,12,Other-service,25,<=50K
40,Private,10,Sales,40,<=50K
43,Private,9,Other-service,40,<=50K
32,Private,13,Prof-specialty,40,<=50K
64,Private,10,Sales,40,<=50K
18,Private,8,Sales,20,<=50K
23,Private,9,Machine-op-inspct,40,<=50K
45,Private,11,Adm-clerical,40,<=50K
27,Private,6,Other-service,60,<=50K
23,Private,10,Handlers-cleaners,40,<=50K
35,Private,9,Tech-support,75,<=50K
47,Private,14,Prof-specialty,40,>50K
33,Private,9,Exec-managerial,50,<=50K
27,Private,13,Prof-specialty,40,>50K
46,Private,12,Machine-op-inspct,40,>50K
24,Private,10,Craft-repair,56,<=50K
40,Private,10,Craft-repair,44,>50K
44,Private,9,Other-service,24,<=50K
31,Local-gov,13,Protective-serv,97,>50K
37,Private,11,Adm-clerical,40,>50K
23,Private,11,Exec-managerial,40,<=50K
31,Private,10,Other-service,35,<=50K
32,Private,10,Exec-managerial,40,<=50K
27,Private,9,Transport-moving,40,<=50K
35,Local-gov,9,Adm-clerical,55,<=50K
27,Private,13,Exec-managerial,40,<=50K
34,Private,16,Prof-specialty,45,>50K
29,Private,10,Craft-repair,50,<=50K
26,Local-gov,14,Prof-specialty,40,<=50K
51,Private,10,Exec-managerial,50,>50K
40,Private,10,Craft-repair,47,>50K
53,Private,4,Craft-repair,40,<=50K
58,Federal-gov,10,Tech-support,40,>50K
29,Private,13,Tech-support,40,>50K
33,Private,9,Machine-op-inspct,40,<=50K
57,Private,14,Exec-managerial,60,>50K
69,State-gov,9,Protective-serv,40,<=50K
20,Private,10,Adm-clerical,12,<=50K
56,Private,9,Sales,25,<=50K
49,Private,3,Craft-repair,40,<=50K
34,Private,9,Machine-op-inspct,40,<=50K
70,Private,9,Craft-repair,37,<=50K
44,Private,13,Exec-managerial,45,<=50K
37,Private,13,Prof-specialty,40,>50K
58,Local-gov,13,Prof-specialty,58,<=50K
41,Private,9,Sales,40,<=50K
28,Private,9,Adm-clerical,40,<=50K
47,Local-gov,14,Prof-specialty,60,>50K
24,Private,9,Machine-op-inspct,40,<=50K
18,Private,9,Adm-clerical,25,<=50K
50,Private,10,Exec-managerial,50,>50K
69,Private,10,Adm-clerical,24,<=50K
84,Private,14,Prof-specialty,66,<=50K
47,Private,13,Exec-managerial,60,>50K
19,Private,8,Handlers-cleaners,20,<=50K
24,Private,10,Prof-specialty,40,<=50K
53,Private,9,Machine-op-inspct,50,<=50K
58,Private,10,Sales,45,<=50K
22,Private,10,Handlers-cleaners,24,<=50K
34,Private,8,Adm-clerical,40,<=50K
43,Private,2,Prof-specialty,21,<=50K
37,Private,9,Handlers-cleaners,24,<=50K
43,Private,15,Tech-support,50,>50K
42,Private,10,Tech-support,40,>50K
21,Private,10,Other-service,30,<=50K
35,Private,9,Other-service,40,<=50K
28,Private,10,Other-service,40,<=50K
51,Private,2,Craft-repair,40,<=50K
19,Private,4,Other-service,60,>50K
56,Private,5,Other-service,40,<=50K
20,Private,9,Other-service,8,<=50K
22,Private,10,Adm-clerical,37,<=50K
33,Private,9,Machine-op-inspct,56,>50K
22,Private,10,Craft-repair,50,<=50K
68,Private,10,Priv-house-serv,30,<=50K
56,Local-gov,13,Exec-managerial,40,<=50K
41,Private,13,Tech-support,40,<=50K
33,Private,9,Machine-op-inspct,40,<=50K
18,Private,7,Sales,8,<=50K
17,Private,7,Other-service,16,<=50K
31,Private,7,Handlers-cleaners,40,<=50K
50,Private,10,Tech-support,60,>50K
62,Private,6,Handlers-cleaners,40,<=50K
41,Private,9,Adm-clerical,52,<=50K
20,Federal-gov,9,Other-service,40,<=50K
23,Private,12,Sales,30,<=50K
18,Private,9,Other-service,20,<=50K
42,Private,5,Craft-repair,40,<=50K
23,Private,13,Prof-specialty,40,<=50K
43,Private,9,Adm-clerical,40,<=50K
47,Private,9,Sales,55,<=50K
53,Local-gov,3,Other-service,40,<=50K
28,Private,6,Handlers-cleaners,40,<=50K
28,State-gov,10,Protective-serv,40,<=50K
44,Private,10,Prof-specialty,45,<=50K
58,Private,9,Machine-op-inspct,40,<=50K
26,Private,9,Machine-op-inspct,40,<=50K
27,Private,9,Other-service,40,<=50K
39,Private,16,Exec-managerial,45,>50K
25,Private,13,Exec-managerial,40,<=50K
17,Private,7,Other-service,15,<=50K
39,Private,13,Exec-managerial,50,<=50K
52,Private,9,Machine-op-inspct,40,<=50K
24,Private,13,Sales,50,<=50K
32,Private,9,Handlers-cleaners,40,>50K
49,Local-gov,14,Protective-serv,40,>50K
40,Private,7,Farming-fishing,40,<=50K
52,Private,15,Exec-managerial,60,>50K
33,Private,9,Adm-clerical,40,<=50K
19,Private,9,Machine-op-inspct,20,<=50K
37,Private,11,Prof-specialty,40,<=50K
21,State-gov,10,Tech-support,20,<=50K
33,Private,10,Adm-clerical,36,<=50K
28,Private,12,Prof-specialty,40,<=50K
48,Private,9,Craft-repair,40,<=50K
43,Private,13,Tech-support,40,<=50K
32,Private,9,Machine-op-inspct,40,<=50K
28,Private,9,Other-service,30,<=50K
37,Private,13,Adm-clerical,50,>50K
26,Private,10,Sales,30,<=50K
55,Private,9,Other-service,60,<=50K
40,Private,12,Sales,40,<=50K
31,Private,13,Exec-managerial,40,>50K
39,Private,9,Other-service,40,>50K
38,Private,10,Sales,40,<=50K
42,Private,13,Exec-managerial,40,>50K
62,Private,10,Adm-clerical,40,<=50K
47,Private,7,Adm-clerical,58,<=50K
26,Private,13,Exec-managerial,50,<=50K
59,Private,10,Other-service,40,<=50K
42,Private,9,Prof-specialty,45,<=50K
25,Private,13,Prof-specialty,45,>50K
58,Private,9,Sales,36,<=50K
30,Private,10,Sales,60,<=50K
21,Private,10,Craft-repair,40,<=50K
61,Private,9,Protective-serv,40,<=50K
33,Private,12,Handlers-cleaners,40,<=50K
51,Private,14,Tech-support,40,>50K
70,Private,10,Exec-managerial,12,<=50K
46,Private,14,Prof-specialty,44,<=50K
35,Federal-gov,10,Exec-managerial,40,<=50K
31,Private,9,Craft-repair,43,>50K
37,Private,10,Exec-managerial,42,>50K
43,Private,10,Sales,43,>50K
23,Private,9,Sales,40,<=50K
41,Private,9,Craft-repair,44,>50K
42,Local-gov,13,Prof-specialty,50,>50K
26,Private,6,Adm-clerical,40,<=50K
45,Private,10,Exec-managerial,40,>50K
25,Private,12,Sales,40,<=50K
38,Private,13,Machine-op-inspct,50,>50K
28,Private,9,Exec-managerial,50,<=50K
42,Local-gov,9,Craft-repair,40,>50K
35,Private,14,Sales,40,<=50K
36,Private,10,Adm-clerical,40,<=50K
33,Private,9,Craft-repair,35,<=50K
22,Private,10,Adm-clerical,30,<=50K
45,Local-gov,13,Protective-serv,50,>50K
24,Private,10,Other-service,40,<=50K
57,Private,2,Other-service,35,<=50K
36,Local-gov,9,Prof-specialty,40,>50K
41,Private,9,Adm-clerical,40,<=50K
53,State-gov,10,Farming-fishing,50,<=50K
28,Local-gov,12,Prof-specialty,40,<=50K
30,Local-gov,14,Prof-specialty,40,<=50K
37,Local-gov,10,Protective-serv,48,<=50K
30,Private,14,Prof-specialty,38,<=50K
41,Private,9,Machine-op-inspct,40,<=50K
31,Private,10,Craft-repair,80,<=50K
36,Private,9,Craft-repair,55,<=50K
29,Private,9,Sales,55,>50K
49,State-gov,10,Machine-op-inspct,40,>50K
50,Federal-gov,6,Craft-repair,56,<=50K
33,Private,13,Exec-managerial,45,>50K
28,Private,4,Handlers-cleaners,40,<=50K
24,Private,10,Tech-support,16,<=50K
47,Federal-gov,9,Transport-moving,40,>50K
24,Private,10,Exec-managerial,40,<=50K
37,Local-gov,10,Tech-support,36,>50K
51,Private,13,Sales,40,>50K
52,Private,9,Transport-moving,50,<=50K
22,Private,10,Adm-clerical,40,<=50K
28,Private,12,Other-service,40,<=50K
43,Private,9,Craft-repair,40,<=50K
25,Private,9,Exec-managerial,45,<=50K
43,Private,10,Transport-moving,60,>50K
25,Private,13,Exec-managerial,20,<=50K
59,Private,14,Prof-specialty,60,<=50K
29,Private,12,Prof-specialty,35,<=50K
30,Private,5,Machine-op-inspct,40,<=50K
24,Private,10,Machine-op-inspct,40,<=50K
38,Private,13,Other-service,40,<=50K
26,Private,1,Machine-op-inspct,40,<=50K
30,Private,9,Other-service,40,<=50K
73,Local-gov,14,Prof-specialty,10,>50K
30,Private,9,Machine-op-inspct,40,<=50K
33,Private,9,Other-service,40,<=50K
46,Private,10,Transport-moving,58,<=50K
18,Private,7,Other-service,40,<=50K
35,Private,13,Prof-specialty,8,>50K
22,Private,9,Adm-clerical,40,<=50K
22,Private,10,Sales,40,<=50K
33,Private,9,Adm-clerical,40,<=50K
31,Private,9,Handlers-cleaners,40,<=50K
29,Private,13,Adm-clerical,40,<=50K
24,Private,13,Sales,35,<=50K
29,Local-gov,9,Protective-serv,40,<=50K
49,Federal-gov,14,Adm-clerical,40,>50K
33,Private,4,Machine-op-inspct,40,<=50K
28,Private,9,Machine-op-inspct,48,<=50K
22,Private,13,Adm-clerical,60,<=50K
37,Private,9,Machine-op-inspct,40,<=50K
30,Private,9,Craft-repair,50,<=50K
49,Private,4,Craft-repair,40,<=50K
29,Private,9,Exec-managerial,40,<=50K
25,Private,9,Exec-managerial,40,<=50K
36,Private,9,Adm-clerical,40,<=50K
36,State-gov,16,Prof-specialty,45,<=50K
21,Private,9,Other-service,22,<=50K
18,Private,10,Other-service,30,<=50K
30,Local-gov,11,Protective-serv,40,<=50K
44,Private,10,Adm-clerical,40,<=50K
40,Private,10,Transport-moving,50,<=50K
43,Private,9,Exec-managerial,44,<=50K
45,Private,13,Exec-managerial,50,>50K
29,Private,10,Sales,26,<=50K
40,Private,10,Adm-clerical,40,<=50K
43,Private,10,Other-service,48,<=50K
20,Private,10,Other-service,20,<=50K
32,State-gov,13,Tech-support,20,<=50K
19,Private,10,Other-service,16,<=50K
21,Private,9,Machine-op-inspct,40,<=50K
23,Private,11,Handlers-cleaners,40,<=50K
24,Private,7,Other-service,40,<=50K
52,Private,11,Other-service,32,<=50K
19,Private,10,Other-service,35,<=50K
54,Private,10,Sales,45,>50K
50,Private,9,Machine-op-inspct,48,<=50K
29,Private,10,Machine-op-inspct,40,<=50K
17,Private,6,Tech-support,10,<=50K
47,Private,9,Other-service,37,<=50K
46,Private,13,Prof-specialty,32,<=50K
30,Private,10,Handlers-cleaners,44,<=50K
58,Private,10,Other-service,30,<=50K
48,Private,13,Prof-specialty,40,<=50K
23,Private,10,Protective-serv,40,<=50K
23,Private,11,Adm-clerical,36,<=50K
45,Private,9,Craft-repair,40,<=50K
20,Private,10,Sales,20,<=50K
26,Private,4,Machine-op-inspct,48,<=50K
50,Local-gov,13,Prof-specialty,40,>50K
49,Private,9,Sales,48,>50K
26,Private,10,Other-service,40,<=50K
47,Private,15,Adm-clerical,40,<=50K
31,Private,8,Sales,50,<=50K
23,Private,6,Other-service,40,<=50K
